Name	MarketCap	IPOyear	Sector	Industry	CapBucket_Label
Ranger Energy Services, Inc.	216966514.4	2017.0	Energy	Oilfield Services/Equipment	Micro
Raymond James Financial, Inc.	11275471102.0		Finance	Investment Bankers/Brokers/Service	Large
Rayonier Advanced Materials Inc.	590730367.5	2014.0	Basic Industries	Major Chemicals	Small
Rayonier Inc.	3660786611.0		Consumer Services	Real Estate Investment Trusts	Mid
Raytheon Company	52868855350.0		Capital Goods	Industrial Machinery/Components	Large
RE/MAX Holdings, Inc.	1085710459.0	2013.0	Finance	Real Estate	Small
Realogy Holdings Corp.	4631072351.0	2012.0	Finance	Real Estate	Mid
Realty Income Corporation	15600364311.0		Consumer Services	Real Estate Investment Trusts	Large
Red Hat, Inc.	18839117187.0		Technology	Computer Software: Programming, Data Processing	Large
Red Lion Hotels Corporation	167641784.9		Consumer Services	Hotels/Resorts	Micro
Redwood Trust, Inc.	1281676862.0	1995.0	Consumer Services	Real Estate Investment Trusts	Small
Regal Beloit Corporation	3304627400.0		Consumer Durables	Metal Fabrications	Mid
Regal Entertainment Group	2314668189.0	2002.0	Consumer Services	Movies/Entertainment	Mid
Regency Centers Corporation	10823737691.0	1993.0	Consumer Services	Real Estate Investment Trusts	Large
Regional Management Corp.	254490337.9	2012.0	Finance	Finance: Consumer Services	Micro
Regions Financial Corporation	17017941948.0		Finance	Major Banks	Large
Regis Corporation	602833178.2	1991.0	Consumer Services	Other Consumer Services	Small
Reinsurance Group of America, Incorporated	8639595610.0		Finance	Life Insurance	Mid
Reliance Steel & Aluminum Co.	5311044016.0	1994.0	Basic Industries	Metal Fabrications	Mid
RELX N.V.	41855704000.0	2015.0	Consumer Services	Publishing	Large
RELX PLC	45403125000.0	2015.0	Consumer Services	Publishing	Large
RenaissanceRe Holdings Ltd.	5687055436.0		Finance	Property-Casualty Insurers	Mid
Renesola Ltd.	49988599.74	2008.0	Technology	Semiconductors	Nano
Renren Inc.	525503770.8	2011.0	Technology	EDP Services	Small
Republic Services, Inc.	21916496341.0	1998.0	Public Utilities	Environmental Services	Large
ResMed Inc.	10748164912.0		Health Care	Medical/Dental Instruments	Large
Resolute Energy Corporation	640876176.0		Energy	Oil & Gas Production	Small
Resolute Forest Products Inc.	440315950.2		Basic Industries	Paper	Small
Resource Capital Corp.	322670819.4	2006.0	Consumer Services	Real Estate Investment Trusts	Small
Restaurant Brands International Inc.	14282672806.0	2014.0	Consumer Services	Restaurants	Large
Retail Properties of America, Inc.	3043825603.0	2012.0	Consumer Services	Real Estate Investment Trusts	Mid
REV Group, Inc.	1587972051.0	2017.0	Capital Goods	Auto Manufacturing	Small
Revlon, Inc.	873415839.2	1996.0	Consumer Non-Durables	Package Goods/Cosmetics	Small
REX American Resources Corporation	592970168.4		Basic Industries	Major Chemicals	Small
Rexford Industrial Realty, Inc.	2109301183.0	2013.0	Consumer Services	Real Estate Investment Trusts	Mid
Rexnord Corporation	2477458850.0	2012.0	Technology	Industrial Machinery/Components	Mid
RH	960960000.0	2012.0	Consumer Services	Other Specialty Stores	Small
Rice Energy Inc.	5793914987.0	2014.0	Energy	Oil & Gas Production	Mid
Rice Midstream Partners LP	2088006434.0	2014.0	Public Utilities	Natural Gas Distribution	Mid
Richmont Mines, Inc.	583408794.6		Basic Industries	Precious Metals	Small
Ringcentral, Inc.	3088337506.0	2013.0	Technology	EDP Services	Mid
Rio Tinto Plc	85897839000.0	2002.0	Basic Industries	Precious Metals	Large
Ritchie Bros. Auctioneers Incorporated	3132716915.0		Miscellaneous	Business Services	Mid
Rite Aid Corporation	2485769115.0		Health Care	Medical/Nursing Services	Mid
RiverNorth Opportunities Fund, Inc.	78670497.25	2015.0	n/a	n/a	Micro
RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.	212235675.5	2016.0	n/a	n/a	Micro
RLI Corp.	2357358832.0		Finance	Property-Casualty Insurers	Mid
RLJ Lodging Trust	2492774340.0	2011.0	Consumer Services	Real Estate Investment Trusts	Mid
Roadrunner Transportation Systems, Inc	282570273.6	2010.0	Transportation	Oil Refining/Marketing	Micro
Robert Half International Inc.	5583654788.0		Technology	Professional Services	Mid
Rockwell Automation, Inc.	20873771153.0		Capital Goods	Industrial Machinery/Components	Large
Rockwell Collins, Inc.	21209599548.0		Capital Goods	Military/Government/Technical	Large
Rogers Communication, Inc.	20852545898.0		Consumer Services	Television Services	Large
Rogers Corporation	2144302002.0		Basic Industries	Major Chemicals	Mid
Rollins, Inc.	9543652197.0		Finance	Diversified Commercial Services	Mid
Roper Technologies, Inc.	23677140541.0	1992.0	Capital Goods	Industrial Machinery/Components	Large
Rosetta Stone	206363868.9	2009.0	Technology	Computer Software: Prepackaged Software	Micro
Rowan Companies plc	1228324599.0		Energy	Oil & Gas Production	Small
Royal Bank Of Canada	1.06764e+11		Finance	Commercial Banks	Large
Royal Bank Scotland plc (The)	38541750000.0		Finance	Commercial Banks	Large
Royal Caribbean Cruises Ltd.	26163949470.0	1993.0	Consumer Services	Marine Transportation	Large
Royce Global Value Trust, Inc.	101133737.9	2013.0	n/a	n/a	Micro
Royce Micro-Cap Trust, Inc.	321510608.3		n/a	n/a	Small
Royce Value Trust, Inc.	1193344171.0	1986.0	n/a	n/a	Small
RPC, Inc.	4090573994.0		Energy	Oilfield Services/Equipment	Mid
RPM International Inc.	6509871469.0		Basic Industries	Paints/Coatings	Mid
RSP Permian, Inc.	4810498021.0	2014.0	Energy	Oil & Gas Production	Mid
Ruby Tuesday, Inc.	127372098.9		Consumer Services	Restaurants	Micro
Rudolph Technologies, Inc.	706496940.8	1999.0	Capital Goods	Industrial Machinery/Components	Small
Ryder System, Inc.	4161314115.0		Consumer Services	Rental/Leasing Companies	Mid
Ryerson Holding Corporation	319721004.6	2014.0	Basic Industries	Metal Fabrications	Small
Ryman Hospitality Properties, Inc.	3037585701.0		Consumer Services	Real Estate Investment Trusts	Mid
S&P Global Inc.	39459780000.0		Finance	Finance: Consumer Services	Large
Sabine Royalty Trust	580257931.0		Energy	Oil & Gas Production	Small
Safe Bulkers, Inc	311653383.2	2008.0	Transportation	Marine Transportation	Small
Safeguard Scientifics, Inc.	253125118.4		Finance	Finance/Investors Services	Micro
Safety, Income and Growth, Inc.	357433500.0	2017.0	Consumer Services	Real Estate	Small
Salesforce.com Inc	68175882000.0	2004.0	Technology	Computer Software: Prepackaged Software	Large
Salient Midstream & MLP Fund	194238041.0	2012.0	n/a	n/a	Micro
Sally Beauty Holdings, Inc.	2439609850.0		Consumer Services	Other Specialty Stores	Mid
San Juan Basin Royalty Trust	308550229.5		Energy	Oil & Gas Production	Small
Sanchez Energy Corporation	335910183.4	2011.0	Energy	Oil & Gas Production	Small
SandRidge Energy, Inc.	611937423.4	2016.0	Energy	Oil & Gas Production	Small
SandRidge Mississippian Trust I	37240000.0	2011.0	Energy	Oil & Gas Production	Nano
SandRidge Mississippian Trust II	65139750.0	2012.0	Energy	Oil & Gas Production	Micro
SandRidge Permian Trust	147000000.0	2011.0	Energy	Oil & Gas Production	Micro
Sanofi	1.21511e+11		Health Care	Major Pharmaceuticals	Large
Santander Consumer USA Holdings Inc.	5170359744.0	2014.0	Finance	Finance: Consumer Services	Mid
SAP SE	1.25292e+11		Technology	Computer Software: Prepackaged Software	Large
Saratoga Investment Corp	128296369.5		n/a	n/a	Micro
Sasol Ltd.	19431978133.0		Energy	Oil & Gas Production	Large
Saul Centers, Inc.	1304512000.0	1993.0	Consumer Services	Real Estate Investment Trusts	Small
Scana Corporation	8539285791.0		Public Utilities	Power Generation	Mid
Schlumberger N.V.	87764987136.0		Energy	Oilfield Services/Equipment	Large
Schneider National, Inc.	4000152242.0	2017.0	Transportation	Trucking Freight/Courier Services	Mid
Schweitzer-Mauduit International, Inc.	1153081007.0		Basic Industries	Paper	Small
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	3189101037.0		Technology	EDP Services	Mid
Scorpio Bulkers Inc.	603692976.0	2013.0	Transportation	Marine Transportation	Small
Scorpio Tankers Inc.	698519020.0	2010.0	Transportation	Marine Transportation	Small
Scotts Miracle-Gro Company (The)	5535051377.0	1992.0	Basic Industries	Agricultural Chemicals	Mid
Scudder Global High Income Fund, Inc.	57046915.2		n/a	n/a	Micro
Scudder Multi-Market Income Trust	198628233.9		n/a	n/a	Micro
Scudder Municiple Income Trust	513329403.3	1988.0	n/a	n/a	Small
Scudder Strategic Income Trust	53912220.48	1994.0	n/a	n/a	Micro
Scudder Strategic Municiple Income Trust	137751820.5	1989.0	n/a	n/a	Micro
Seabridge Gold, Inc.	674063636.5		Basic Industries	Precious Metals	Small
SEACOR Holdings, Inc.	673751970.0		Transportation	Marine Transportation	Small
SEACOR Marine Holdings Inc.	220185095.8	2017.0	Transportation	Marine Transportation	Micro
Seadrill Limited	92111525.53		Energy	Oil & Gas Production	Micro
Seadrill Partners LLC	304847712.0	2012.0	Energy	Oil & Gas Production	Small
Sealed Air Corporation	8420288941.0		Basic Industries	Major Chemicals	Mid
Seaspan Corporation	888769776.7	2005.0	Transportation	Marine Transportation	Small
SeaWorld Entertainment, Inc.	1167181418.0	2013.0	Consumer Services	Services-Misc. Amusement & Recreation	Small
Select Energy Services, Inc.	961458856.4	2017.0	Energy	Oilfield Services/Equipment	Small
Select Medical Holdings Corporation	2379568183.0	2009.0	Health Care	Hospital/Nursing Management	Mid
Semgroup Corporation	1982375010.0		Energy	Oilfield Services/Equipment	Small
Semiconductor  Manufacturing International Corporation	4371821560.0	2004.0	Technology	Semiconductors	Mid
Sempra Energy	29564390462.0		Public Utilities	Natural Gas Distribution	Large
Sensata Technologies Holding N.V.	7578662063.0	2010.0	Capital Goods	Industrial Machinery/Components	Mid
Sensient Technologies Corporation	3158814855.0		Basic Industries	Major Chemicals	Mid
Sequans Communications S.A.	251251515.9	2011.0	Technology	Semiconductors	Micro
Seritage Growth Properties	2665027121.0	2015.0	Finance	Real Estate	Mid
Service Corporation International	6581152708.0		Consumer Services	Other Consumer Services	Mid
ServiceMaster Global Holdings, Inc.	6151652551.0	2014.0	Consumer Services	Other Consumer Services	Mid
ServiceNow, Inc.	19505889000.0	2012.0	Technology	Computer Software: Prepackaged Software	Large
Shake Shack, Inc.	1123361741.0	2015.0	Consumer Services	Restaurants	Small
Shaw Communications Inc.	10492335377.0		Consumer Services	Television Services	Large
Shell Midstream Partners, L.P.	4816745818.0	2014.0	Energy	Natural Gas Distribution	Mid
Sherwin-Williams Company (The)	31572637122.0		Consumer Services	RETAIL: Building Materials	Large
Shinhan Financial Group Co Ltd	21988634849.0		Finance	Major Banks	Large
Ship Finance International Limited	1329709933.0		Transportation	Marine Transportation	Small
Shopify Inc.	9264926758.0	2015.0	Technology	Computer Software: Prepackaged Software	Mid
Shutterstock, Inc.	1096346510.0	2012.0	Technology	EDP Services	Small
Sibanye Gold Limited	3373106722.0		Basic Industries	Precious Metals	Mid
Signet Jewelers Limited	3804188565.0		Consumer Services	Consumer Specialties	Mid
Silver Spring Networks, Inc.	672783672.2	2013.0	Technology	Computer Communications Equipment	Small
SilverBow Resorces, Inc.	244938805.0		Energy	Oil & Gas Production	Micro
Simon Property Group, Inc.	48808533002.0		Consumer Services	Real Estate Investment Trusts	Large
Simpson Manufacturing Company, Inc.	2050247054.0		Capital Goods	Industrial Machinery/Components	Mid
SINOPEC Shangai Petrochemical Company, Ltd.	6761880000.0		Basic Industries	Major Chemicals	Mid
SiteOne Landscape Supply, Inc.	1974657295.0	2016.0	Consumer Non-Durables	Farming/Seeds/Milling	Small
Six Flags Entertainment Corporation New	4545481800.0		Consumer Services	Services-Misc. Amusement & Recreation	Mid
SJW Group	1131343274.0		Public Utilities	Water Supply	Small
SK Telecom Co., Ltd.	16074715961.0		Public Utilities	Telecommunications Equipment	Large
Skechers U.S.A., Inc.	4138218556.0	1999.0	Consumer Non-Durables	Shoe Manufacturing	Mid
SL Green Realty Corporation	9604890111.0	1997.0	Consumer Services	Real Estate Investment Trusts	Mid
SM Energy Company	1427662864.0		Energy	Oil & Gas Production	Small
Smart	525545883.7	2014.0	Consumer Services	Food Chains	Small
Smith & Nephew SNATS, Inc.	16235387360.0		Health Care	Industrial Specialties	Large
Smith (A.O.) Corporation	9501719040.0		Consumer Durables	Consumer Electronics/Appliances	Mid
Snap Inc.	17909431634.0	2017.0	Technology	Computer Software: Programming, Data Processing	Large
Snap-On Incorporated	8415968244.0		Capital Goods	Industrial Machinery/Components	Mid
Sociedad Quimica y Minera S.A.	12146519583.0	1993.0	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Large
Solaris Oilfield Infrastructure, Inc.	594107383.8	2017.0	Energy	Metal Fabrications	Small
Sonic Automotive, Inc.	747838677.3	1997.0	Consumer Durables	Automotive Aftermarket	Small
Sonoco Products Company	4763072325.0		Consumer Durables	Containers/Packaging	Mid
Sony Corp Ord	49521656352.0		Consumer Non-Durables	Consumer Electronics/Appliances	Large
Sotheby&#39;s	2322753439.0	1988.0	Miscellaneous	Business Services	Mid
Source Capital, Inc.	337320864.6		n/a	n/a	Small
South Jersey Industries, Inc.	2818421566.0		Public Utilities	Oil/Gas Transmission	Mid
Southcross Energy Partners, L.P.	184434664.6	2012.0	Public Utilities	Natural Gas Distribution	Micro
Southern Company (The)	48184642890.0		Public Utilities	Electric Utilities: Central	Large
Southern Copper Corporation	31129808123.0		Basic Industries	Precious Metals	Large
Southwest Airlines Company	30838089356.0		Transportation	Air Freight/Delivery Services	Large
Southwest Gas Holdings, Inc.	3787616272.0		Public Utilities	Oil & Gas Production	Mid
Southwestern Energy Company	2698593850.0		Energy	Oil & Gas Production	Mid
Sparton Corporation	228470913.0		Technology	Electrical Products	Micro
Special Opportunities Fund Inc.	131542183.0		n/a	n/a	Micro
Spectra Energy Partners, LP	13561792843.0	2007.0	Public Utilities	Natural Gas Distribution	Large
Spectrum Brands Holdings, Inc.	6237897545.0		Miscellaneous	Industrial Machinery/Components	Mid
Speedway Motorsports, Inc.	856923324.4	1995.0	Consumer Services	Services-Misc. Amusement & Recreation	Small
Spire Inc.	3679979559.0		Public Utilities	Oil/Gas Transmission	Mid
Spirit Aerosystems Holdings, Inc.	8690748476.0	2006.0	Capital Goods	Military/Government/Technical	Mid
Spirit Realty Capital, Inc.	3850581773.0	2013.0	Consumer Services	Building operators	Mid
Sprague Resources LP	577114291.2	2013.0	Energy	Oil Refining/Marketing	Small
Sprint Corporation	32974288050.0	2013.0	Public Utilities	Telecommunications Equipment	Large
SPX Corporation	1016722443.0		Technology	Industrial Machinery/Components	Small
SPX FLOW, Inc.	1388883233.0	2015.0	Technology	Industrial Machinery/Components	Small
Square, Inc.	9884069573.0	2015.0	Technology	Computer Software: Prepackaged Software	Mid
St. Joe Company (The)	1345252556.0		Consumer Services	Homebuilding	Small
Stag Industrial, Inc.	2561312160.0	2011.0	Consumer Services	Real Estate Investment Trusts	Mid
Stage Stores, Inc.	51928056.54		Consumer Services	Clothing/Shoe/Accessory Stores	Micro
Standard Motor Products, Inc.	1002602240.0		Capital Goods	Auto Parts:O.E.M.	Small
Standex International Corporation	1210446884.0		Technology	Industrial Machinery/Components	Small
Stanley Black & Decker, Inc.	21407657708.0		Capital Goods	Industrial Machinery/Components	Large
Stantec Inc	3078886182.0		Consumer Services	Military/Government/Technical	Mid
Star Gas Partners, L.P.	607500733.8		Consumer Services	Other Specialty Stores	Small
StarTek, Inc.	191878079.0	1997.0	Technology	Professional Services	Micro
STARWOOD PROPERTY TRUST, INC.	5745313470.0	2009.0	Consumer Services	Real Estate Investment Trusts	Mid
Starwood Waypoint Homes	4762762559.0	2014.0	Consumer Services	Real Estate Investment Trusts	Mid
State Street Corporation	34553480346.0		Finance	Major Banks	Large
Statoil ASA	60228117068.0		Energy	Integrated oil Companies	Large
Steel Partners Holdings LP	472207206.9		Capital Goods	Industrial Specialties	Small
Steelcase Inc.	1540138632.0	1998.0	Consumer Durables	Office Equipment/Supplies/Services	Small
Stellus Capital Investment Corporation	213832387.2	2012.0	n/a	n/a	Micro
Stepan Company	1736792026.0		Basic Industries	Package Goods/Cosmetics	Small
STERIS plc	7329824978.0		Health Care	Industrial Specialties	Mid
Sterling Bancorp	3018395529.0		Finance	Major Banks	Mid
Stewart Information Services Corporation	854939409.2		Finance	Specialty Insurers	Small
Stifel Financial Corporation	3233105437.0		Finance	Investment Bankers/Brokers/Service	Mid
STMicroelectronics N.V.	15066139043.0		Technology	Semiconductors	Large
Stone Energy Corporation	472579016.6	1993.0	Energy	Oil & Gas Production	Small
Stone Harbor Emerging Markets Income Fund	265976142.1	2010.0	n/a	n/a	Micro
Stone Harbor Emerging Markets Total Income Fund	149577628.2	2012.0	n/a	n/a	Micro
StoneMor Partners L.P.	246491359.0	2004.0	Consumer Services	Other Consumer Services	Micro
Stoneridge, Inc.	460564572.5	1997.0	Capital Goods	Auto Parts:O.E.M.	Small
STORE Capital Corporation	4765628592.0	2014.0	Consumer Services	Real Estate Investment Trusts	Mid
Stryker Corporation	52118238753.0		Health Care	Medical/Dental Instruments	Large
Sturm, Ruger & Company, Inc.	818207071.7		Capital Goods	Ordnance And Accessories	Small
Suburban Propane Partners, L.P.	1500688452.0	1996.0	Consumer Services	Other Specialty Stores	Small
Sumitomo Mitsui Financial Group Inc	52033577556.0		Finance	Commercial Banks	Large
Summit Hotel Properties, Inc.	1544171877.0	2011.0	Consumer Services	Real Estate Investment Trusts	Small
Summit Materials, Inc.	3183216506.0	2015.0	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Mid
Summit Midstream Partners, LP	1486749551.0	2012.0	Public Utilities	Natural Gas Distribution	Small
Sun Communities, Inc.	7103557619.0	1993.0	Consumer Services	Real Estate Investment Trusts	Mid
Sun Life Financial Inc.	23381742010.0		Finance	Life Insurance	Large
SunCoke Energy Partners, L.P.	797358894.0	2013.0	Basic Industries	Steel/Iron Ore	Small
SunCoke Energy, Inc.	609199588.5	2011.0	Basic Industries	Steel/Iron Ore	Small
Suncor Energy  Inc.	51748411730.0		Energy	Integrated oil Companies	Large
Sunoco LP	3642097840.0	2012.0	Energy	Oil Refining/Marketing	Mid
Sunstone Hotel Investors, Inc.	3515349630.0	2004.0	Consumer Services	Hotels/Resorts	Mid
SunTrust Banks, Inc.	26631641426.0		Finance	Major Banks	Large
Superior Energy Services, Inc.	1256800182.0		Energy	Oilfield Services/Equipment	Small
Superior Industries International, Inc.	359870675.3		Capital Goods	Auto Parts:O.E.M.	Small
SuperValu Inc.	759350394.0		Consumer Non-Durables	Food Distributors	Small
Sutherland Asset Management Corporation	486345888.0	2013.0	Consumer Services	Real Estate Investment Trusts	Small
Swift Transportation Company	3795103347.0	2010.0	Transportation	Trucking Freight/Courier Services	Mid
Swiss Helvetia Fund, Inc. (The)	321992451.8		n/a	n/a	Small
Synchrony Financial	24384978213.0	2014.0	Finance	Finance: Consumer Services	Large
Syngenta AG	42467536106.0		Basic Industries	Agricultural Chemicals	Large
Synnex Corporation	4715681678.0	2003.0	Technology	Retail: Computer Software & Peripheral Equipment	Mid
Synovus Financial Corp.	5114003943.0		Finance	Major Banks	Mid
Sysco Corporation	27938366285.0		Consumer Non-Durables	Food Distributors	Large
Systemax Inc.	909167409.5		Consumer Services	Catalog/Specialty Distribution	Small
Tableau Software, Inc.	5694838992.0	2013.0	Technology	Computer Software: Prepackaged Software	Mid
Tahoe Resources, Inc.	1407490925.0		Basic Industries	Precious Metals	Small
Tailored Brands, Inc.	583674151.2		Consumer Services	Clothing/Shoe/Accessory Stores	Small
Taiwan Fund, Inc. (The)	175918418.7	1986.0	n/a	n/a	Micro
Taiwan Semiconductor Manufacturing Company Ltd.	1.91522e+11	1997.0	Technology	Semiconductors	Large
TAL Education Group	14916454979.0		Consumer Services	Other Consumer Services	Large
Tallgrass Energy GP, LP	3930736000.0	2015.0	Public Utilities	Natural Gas Distribution	Mid
Tallgrass Energy Partners, LP	3344035404.0	2013.0	Public Utilities	Natural Gas Distribution	Mid
Tanger Factory Outlet Centers, Inc.	2241961591.0	1993.0	Consumer Services	Real Estate Investment Trusts	Mid
Targa Resources, Inc.	9428409361.0	2010.0	Public Utilities	Natural Gas Distribution	Mid
Target Corporation	29671311267.0		Consumer Services	Department/Specialty Retail Stores	Large
Taro Pharmaceutical Industries Ltd.	4146148417.0		Health Care	Major Pharmaceuticals	Mid
Tata Motors Ltd	20266437067.0		Capital Goods	Auto Manufacturing	Large
Taubman Centers, Inc.	3176368337.0	1992.0	Consumer Services	Real Estate Investment Trusts	Mid
Taylor Morrison Home Corporation	2376983568.0	2013.0	Capital Goods	Homebuilding	Mid
TC PipeLines, LP	3576268446.0		Public Utilities	Natural Gas Distribution	Mid
TCF Financial Corporation	2675664899.0		Finance	Major Banks	Mid
TCW Strategic Income Fund, Inc.	270385046.2		n/a	n/a	Micro
TE Connectivity Ltd.	27867869968.0		Consumer Non-Durables	Electronic Components	Large
Team, Inc.	370006216.4		Consumer Services	Other Consumer Services	Small
TechnipFMC plc	11876775843.0		Energy	Metal Fabrications	Large
Teck Resources Ltd	14186963786.0		Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Large
Teekay Corporation	793585063.2		Transportation	Marine Transportation	Small
Teekay LNG Partners L.P.	1361160000.0	2005.0	Consumer Services	Marine Transportation	Small
Teekay Offshore Partners L.P.	358587000.0	2006.0	Consumer Services	Marine Transportation	Small
Teekay Tankers Ltd.	250913731.6	2007.0	Consumer Services	Marine Transportation	Micro
TEGNA Inc.	988014833.5	2015.0	Consumer Services	Newspapers/Magazines	Small
TEGNA Inc.	2774993162.0		Consumer Services	Broadcasting	Mid
Tejon Ranch Co	414802839.9		Finance	Real Estate	Small
Tekla Healthcare Investors	999030307.5	1987.0	n/a	n/a	Small
Tekla Healthcare Opportunies Fund	791992856.2	2014.0	n/a	n/a	Small
Tekla Life Sciences Investors	454811457.2	1992.0	n/a	n/a	Small
Tekla World Healthcare Fund	435983636.9	2015.0	n/a	n/a	Small
Teladoc, Inc.	1883753513.0	2015.0	Health Care	Medical/Nursing Services	Small
Telecom Argentina Stet - France Telecom S.A.	6034463997.0		Public Utilities	Telecommunications Equipment	Mid
Telecom Italia S.P.A.	20034869055.0		Consumer Services	Telecommunications Equipment	Large
Teledyne Technologies Incorporated	5256227377.0		Capital Goods	Industrial Machinery/Components	Mid
Teleflex Incorporated	9348867228.0		Health Care	Medical/Dental Instruments	Mid
Telefonica Brasil S.A.	26225424187.0		Public Utilities	Telecommunications Equipment	Large
Telefonica SA	54055647543.0	1988.0	Public Utilities	Telecommunications Equipment	Large
Telephone and Data Systems, Inc.	3226665861.0		Public Utilities	Telecommunications Equipment	Mid
TELUS Corporation	21229099490.0		Public Utilities	Telecommunications Equipment	Large
Templeton Dragon Fund, Inc.	768119436.0		n/a	n/a	Small
Templeton Emerging Markets Fund	294454671.0	1987.0	n/a	n/a	Micro
Templeton Emerging Markets Income Fund, Inc.	546701981.0	1993.0	n/a	n/a	Small
Templeton Global Income Fund, Inc.	896082975.4	1988.0	n/a	n/a	Small
Tempur Sealy International, Inc.	3310212909.0	2003.0	Consumer Durables	Home Furnishings	Mid
Tenaris S.A.	15842806540.0		Basic Industries	Steel/Iron Ore	Large
Tenet Healthcare Corporation	1735121476.0		Health Care	Hospital/Nursing Management	Small
Tennant Company	1081928454.0		Technology	Industrial Machinery/Components	Small
Tenneco Inc.	2856451138.0		Capital Goods	Auto Parts:O.E.M.	Mid
Teradata Corporation	3933720000.0		Technology	Computer Manufacturing	Mid
Teradyne, Inc.	7096233697.0		Capital Goods	Electrical Products	Mid
Terex Corporation	3473190000.0		Capital Goods	Construction/Ag Equipment/Trucks	Mid
Ternium S.A.	5942233383.0		Basic Industries	Steel/Iron Ore	Mid
Terra Nitrogen Company, L.P.	1434242172.0		Basic Industries	Agricultural Chemicals	Small
Terreno Realty Corporation	1880862904.0	2010.0	Finance	Real Estate	Small
Tetra Technologies, Inc.	238749546.3		Energy	Oil & Gas Production	Micro
Teva Pharmaceutical Industries Limited	15707360000.0		Health Care	Major Pharmaceuticals	Large
Texas Pacific Land Trust	3143343014.0		Energy	Oil & Gas Production	Mid
Textainer Group Holdings Limited	965832560.0	2007.0	Technology	Diversified Commercial Services	Small
Textron Inc.	12963031162.0		Capital Goods	Aerospace	Large
Thai Fund, Inc. (The)	106372330.3	1988.0	n/a	n/a	Micro
The AES Corporation	7302439633.0		Basic Industries	Electric Utilities: Central	Mid
The Blackstone Group L.P.	38813949862.0	2007.0	Finance	Investment Managers	Large
The Central and Eastern Europe Fund, Inc.	177675014.2		n/a	n/a	Micro
The Charles Schwab Corporation	52988957665.0		Finance	Investment Bankers/Brokers/Service	Large
The Cushing MLP Total Return Fund	79397420.58		n/a	n/a	Micro
The Gabelli Healthcare & Wellness Trust	202247480.4		n/a	n/a	Micro
The GDL Fund	185954782.9	2007.0	n/a	n/a	Micro
The Hanover Insurance Group, Inc.	4153938032.0		Finance	Property-Casualty Insurers	Mid
The Rubicon Project, Inc.	187330464.3	2014.0	Technology	Computer Software: Programming, Data Processing	Micro
The Travelers Companies, Inc.	33613108455.0		Finance	Property-Casualty Insurers	Large
Thermo Fisher Scientific Inc	73217911265.0		Capital Goods	Industrial Machinery/Components	Large
Thermon Group Holdings, Inc.	531078368.2	2011.0	Energy	Industrial Machinery/Components	Small
Third Point Reinsurance Ltd.	1492629330.0	2013.0	Finance	Property-Casualty Insurers	Small
THL Credit Senior Loan Fund	131761262.4	2013.0	n/a	n/a	Micro
Thomson Reuters Corp	32440431854.0		Consumer Services	Publishing	Large
Thor Industries, Inc.	5708740611.0		Consumer Non-Durables	Homebuilding	Mid
Tidewater Inc.	450515500.3	2017.0	Consumer Services	Marine Transportation	Small
TIER REIT, Inc.	875049146.7		Consumer Services	Real Estate Investment Trusts	Small
Tiffany & Co.	10913495031.0	1987.0	Consumer Services	Consumer Specialties	Large
Tilly&#39;s, Inc.	306666080.0	2012.0	Consumer Services	Clothing/Shoe/Accessory Stores	Small
TIM Participacoes S.A.	8720558975.0		Public Utilities	Telecommunications Equipment	Mid
Time Inc.	1269674427.0	2014.0	Consumer Services	Newspapers/Magazines	Small
Time Warner Inc.	78822393065.0		Consumer Services	Television Services	Large
Timken Company (The)	3510718398.0		Capital Goods	Metal Fabrications	Mid
Timken Steel Corporation	658822557.2	2014.0	Basic Industries	Steel/Iron Ore	Small
Titan International, Inc.	506860123.1		Basic Industries	Steel/Iron Ore	Small
TJX Companies, Inc. (The)	45843559064.0		Consumer Services	Clothing/Shoe/Accessory Stores	Large
Toll Brothers Inc.	6251836500.0		Capital Goods	Homebuilding	Mid
Tootsie Roll Industries, Inc.	2349228694.0		Consumer Non-Durables	Specialty Foods	Mid
TopBuild Corp.	2027688614.0	2015.0	Basic Industries	Engineering & Construction	Mid
Torchmark Corporation	8949685344.0		Finance	Life Insurance	Mid
Toro Company (The)	6557014803.0		Capital Goods	Tools/Hardware	Mid
Toronto Dominion Bank (The)	94976932723.0		Finance	Commercial Banks	Large
Tortoise Energy Independence Fund, Inc.	177179001.7	2012.0	n/a	n/a	Micro
Tortoise Energy Infrastructure Corporation	1339269998.0	2004.0	n/a	n/a	Small
Tortoise MLP Fund, Inc.	813995425.3	2010.0	n/a	n/a	Small
Tortoise Pipeline & Energy Fund, Inc.	180996582.9	2011.0	n/a	n/a	Micro
Tortoise Power and Energy Infrastructure Fund, Inc	140138873.3	2009.0	n/a	n/a	Micro
Total S.A.	1.28184e+11		Energy	Oil & Gas Production	Large
Total System Services, Inc.	12565035146.0		Miscellaneous	Business Services	Large
Tower International, Inc.	445307718.1	2010.0	Capital Goods	Auto Parts:O.E.M.	Small
Townsquare Media, Inc.	184784640.0	2014.0	Consumer Services	Broadcasting	Micro
